nearest_gene_name,chrom,label,label_max,n_unique_patients,n_site_obs,dist_to_nearest_tss,in_gene_body,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,gtex_thymus_tpm,gtex_whole_blood_tpm,gtex_spleen_tpm,gtex_immune_mean_tpm
ACSL4,chrX,3.6947749271533024,4.543294782270004,3,3,11809,0,,109159,1,2,0,0.885,76,2,55,4,,,0,0.0,3.0500784032941044,2.9537950740904653,3.4434956193324324
ACSL5,chr10,3.5358007836023475,5.062595033026967,9,20,41914,0,619719.0,55981,0,0,18465,,72,3,67,0,0.0,218.0,0,0.0,2.386673452126332,3.506835858685142,3.385237926576634
ACSL6,chr5,2.938886324736574,4.07753744390572,8,11,5956,0,,62270,0,1,0,0.94,92,6,71,3,,,0,0.0,0.8146787372799016,0.6666635650809691,0.5550996627188309
ACSM1,chr16,3.0844666204788767,3.4011973816621555,3,3,6301,1,6785053.0,75657,1,0,42434,,66,0,42,3,0.0,55.0,0,0.0,0.15263009575362085,0.45065642322953986,0.2611147662208664
ACSM4,chr12,3.339233923748574,6.300785794663244,15,118,45459,1,734549.0,24647,0,0,111091,,11,0,4,3,0.0,18.0,0,0.0,0.016672144207786052,0.16848544439427654,0.07696557816287304
ACSM6,chr10,3.3999399091175184,4.564348191467836,4,6,1850,0,6238537.0,34729,1,0,10220,,28,1,25,1,0.0,26.0,0,0.0,0.0,0.024862159192143837,0.029289607435821926
ACSS1,chr20,4.02535169073515,4.02535169073515,1,1,24652,1,12310345.0,52750,1,1,0,0.8,103,4,96,0,0.0,97.0,0,0.0,1.859956913335399,3.378563149153221,2.9074320663794326
ACSS3,chr12,3.203128304093808,4.23410650459726,3,3,98108,1,10200866.0,324796,0,2,0,0.775,189,4,122,20,0.0,97.0,0,0.0,0.17700662419630186,0.9027960873554419,0.46023627102705394
ACTA1,chr1,3.4137643014269057,5.241747015059643,13,33,17043,0,12102053.0,4424,1,1,0,0.78,11,2,9,0,0.0,1063.0,0,0.0,1.6158075829417777,1.1341531625872017,1.4000394629115624
ACTA2,chr10,3.1483665157226315,6.3473892096560105,8,24,52776,0,90302.0,56517,1,1,0,0.73,81,5,72,1,0.0,479.0,0,0.0,1.8707508552258054,5.395176346342212,4.400427422008263
ACTB,chr7,3.185877857774389,5.099866427824199,12,20,2402,0,,37493,1,5,0,0.886,69,4,60,1,,,0,0.0,8.477399834333713,8.252899466736986,8.818486213207064
ACTBL2,chr5,3.410022160926061,6.349138991379798,11,25,311814,0,,2793,1,0,305324,,3,1,2,0,,,0,0.0,0.0,0.0,0.0
ACTC1,chr15,2.638722503169061,3.58351893845611,7,8,45235,0,5319876.0,5805,1,0,34896,,12,1,11,0,0.0,190.0,0,0.0,0.3201809658621398,0.8326221252334641,0.5299346772621261
ACTG2,chr2,2.898028875382686,3.8501476017100575,2,2,6450,0,48543192.0,27633,1,0,6861,,44,2,28,0,,,0,0.0,0.5648341485768209,2.049165307145278,1.3487427076445815
ACTL10,chr20,3.3878006445318034,5.170483995038151,10,23,3681,0,3674049.0,1582,0,1,0,0.87,6,1,5,0,0.0,10.0,0,0.0,0.4243856471324431,1.135137063350482,0.9045178358242618
ACTL6A,chr3,3.0125903688749687,3.49650756146648,2,3,12210,0,,25521,1,1,0,0.75,13,1,9,0,,,0,0.0,1.9119588424472946,3.3355061964625357,3.513831679112307
ACTL7A,chr9,4.498882886005604,5.501258210544727,2,2,29543,1,,1490,0,0,6402,,1,0,0,0,,,0,0.0,0.0,0.0,0.0
ACTL7B,chr9,3.2624808322691554,5.049856007249537,13,56,320701,0,,1398,1,1,0,0.79,4,0,1,0,,,0,0.0,0.0,0.03468409207772466,0.018861334746114494
ACTL8,chr1,3.6856542090723967,7.103322062526113,9,16,101078,1,976591.0,71730,1,1,0,0.68,66,1,36,6,0.0,61.0,0,0.0,0.0,0.0,0.011458038574938196
ACTL9,chr19,3.16519008084297,4.941642422609304,5,8,13011,0,1817774.0,1395,0,1,0,0.73,5,2,3,0,0.0,116.0,0,0.0,0.0,0.0,0.0
ACTMAP,chr19,3.065213258934231,4.634728988229636,7,10,4470,1,470737.0,10947,1,1,0,0.93,22,2,20,0,0.0,176.0,0,0.0,0.0,,0.0
ACTN1,chr14,3.9570150844660494,6.955592608396297,10,25,89909,1,3787673.0,106156,0,2,0,0.89,215,9,200,0,0.0,196.0,0,0.0,4.738721578412616,3.8879065268407027,4.0382106234283395
ACTN2,chr1,3.064201980552681,3.9318256327243257,6,7,51573,1,4804085.0,100490,1,1,0,1.05,103,1,91,2,0.0,244.0,0,0.0,0.2205858832680788,0.3148151193924871,0.2596179326456141
ACTN3,chr11,3.3440315394557825,5.645446897643238,10,51,3570,1,1738671.0,16939,0,1,0,0.93,37,1,25,0,0.0,106.0,0,0.0,0.10370484579259415,0.25154051383275267,0.20167964085098422
ACTN4,chr19,3.39453695954041,4.736198448394496,8,15,10292,0,1648223.0,83984,1,2,0,0.995,190,2,188,0,0.0,349.0,0,0.0,4.37479555330838,5.246323827046092,4.9364709784749286
ACTR2,chr2,3.506810897309747,5.351858133476067,10,18,37151,0,39848004.0,43508,1,1,0,0.87,37,1,31,1,,,0,0.0,4.71771284817413,4.548775480448706,5.202998120035943
ACTR3,chr2,3.153867147041544,4.418840607796598,11,23,35405,1,88582415.0,72996,1,1,0,0.8,63,4,52,0,,,0,0.0,4.194476432305639,4.0448478985406515,4.578108978824346
ACTR3B,chr7,3.951243718581428,3.951243718581428,1,1,55077,1,,95629,0,1,0,1.02,62,1,34,8,,,0,0.0,1.0285438389542252,1.959728519797609,2.016718704523355
ACTR3C,chr7,3.9637662030148735,5.831882477283517,6,7,3503,1,,79809,0,1,0,0.91,78,3,51,5,,,0,0.0,0.13493291004000685,0.2981849733822575,0.46440905039980945
ACTRT1,chrX,3.698241517519032,6.851184927493743,13,53,626087,0,,1441,1,0,1469624,,0,0,0,0,,,0,0.0,0.0,0.0,0.0
ACTRT2,chr1,4.183927181707856,5.983936280687191,5,7,9110,0,38591.0,1436,0,1,0,0.64,4,0,0,2,0.0,40.0,0,0.0,0.0,0.0,0.0
ACVR2A,chr2,3.550665666588708,5.872117789475416,7,61,1067660,0,121434128.0,86448,1,1,0,1.18,65,3,40,2,,,0,0.0,0.45523447524153543,1.8260658833803067,1.1174534517269965
ACVR2B,chr3,3.3445581873733605,3.4339872044851463,4,4,12705,1,,39252,1,1,0,0.93,42,2,32,5,,,0,0.0,0.1341497014322285,1.0582901691895057,0.7975843700833601
ACVRL1,chr12,2.572895165066156,3.218875824868201,3,3,3781,1,2849895.0,16453,0,2,0,0.795,37,4,32,0,0.0,422.0,0,0.0,0.574031945419753,3.651203547132935,2.625789943889571
ACY3,chr11,3.4917211444240177,4.48863636973214,6,8,5290,0,1984953.0,8349,1,0,11728,,22,3,16,1,0.0,59.0,0,0.0,0.32808573948529274,1.107235005958995,1.320460601523027
ACYP2,chr2,3.503263286366592,5.278114659230517,11,20,42358,1,28585890.0,334462,1,3,0,0.89,302,5,235,11,,,0,0.0,0.6638831348734191,1.6772199177851241,1.2605553857395444
ADA,chr20,3.1080590635603524,4.68213122712422,9,9,58592,1,1403690.0,67356,1,1,0,1.06,118,3,113,0,0.0,1050.0,0,0.0,2.177817471810991,3.0517817394050133,3.530257040973715
ADA2,chr22,3.4033810568008422,5.863631175598097,6,22,31815,0,2001724.0,79445,1,0,6702,,83,5,66,0,0.0,394.0,0,0.0,0.0,,0.0
ADAD1,chr4,2.302585092994046,2.302585092994046,1,1,91871,1,,50836,1,1,0,0.98,12,1,3,1,,,0,0.0,0.0,0.0,0.0
ADAD2,chr16,2.8903717578961645,2.8903717578961645,1,1,23576,0,4762506.0,6043,0,1,0,0.9,13,3,8,0,0.0,194.0,0,0.0,0.022632736403815346,2.211054063198201,1.3232183078324764
ADAM10,chr15,3.593477808371658,4.477336814478207,7,7,109474,1,7746457.0,161033,0,1,0,0.99,151,4,138,2,0.0,465.0,0,0.0,2.320191192040299,2.7847457749062388,2.732214110267917
ADAM11,chr17,3.236753735893871,4.990432586778736,14,58,10834,1,1599577.0,22858,0,3,0,0.7233,53,2,45,2,0.0,254.0,0,0.0,0.11674783335265881,0.5043392325407153,0.30723491365205036
ADAM12,chr10,3.3981382514866247,5.303304908059076,12,46,66380,1,4856399.0,376096,0,1,0,0.96,556,1,473,24,0.0,321.0,0,0.0,0.056407932299111854,0.4009810698181015,0.1806996867178838
ADAM15,chr1,4.455485311289697,5.814130531825066,3,4,5305,1,1037311.0,12214,1,2,0,0.82,22,1,19,0,0.0,181.0,0,0.0,3.128500249850408,4.247879338133761,3.5544905510752844
ADAM17,chr2,2.805844844164296,4.406719247264253,4,7,27257,1,6354407.0,68246,0,1,0,0.83,71,1,64,1,,,0,0.0,2.087836207668105,2.458194708057548,2.5461465071448326
ADAM18,chr8,3.778259487047432,5.198497031265826,4,5,129153,0,,145576,0,0,61475,,53,1,24,7,,,0,0.0,0.0,0.0,0.02287590646809722
ADAM2,chr8,4.030194669410265,5.468060141135132,5,9,66628,1,,94492,0,0,220721,,21,1,8,0,,,0,0.0,0.0,0.0,0.0
ADAM20,chr14,3.528518490848945,4.859812404361672,2,2,15233,0,5447553.0,12657,1,0,106276,,4,0,0,0,0.0,34.0,0,0.0,0.0363217074015119,0.1794357301321641,0.10383597413473686
ADAM22,chr7,3.689546648464853,5.5909869805108565,5,12,57398,1,,268753,1,1,0,0.89,197,2,116,29,,,0,0.0,0.1427903954566222,0.797394576930299,1.210512175951405
ADAM23,chr2,3.162061765115001,3.6375861597263857,4,5,47515,0,181053393.0,177803,0,1,0,1.04,128,2,93,13,,,0,0.0,0.13978020307799627,0.5979481945733588,0.300935901138489
ADAM28,chr8,3.606138786047008,6.115892125483034,7,45,89876,0,,64998,1,0,554375,,48,1,46,0,,,0,0.0,0.83379568634334,2.9109039664777354,1.9804208359641042
ADAM29,chr4,3.2979562428587563,5.572154032177765,13,84,330464,0,,148512,1,0,235,,79,1,63,3,,,0,0.0,0.0,0.031261041929531164,0.013193034598560312
ADAM32,chr8,2.9012141390265085,5.049856007249537,6,14,36381,1,,177927,1,1,0,0.93,81,2,39,12,,,0,0.0,0.018831469600655522,0.7487427070608172,0.3332281230275624
ADAM7,chr8,3.5263605246161616,3.5263605246161616,1,1,66180,1,,86040,0,0,386419,,31,0,17,4,,,0,0.0,0.0,0.0,0.0
ADAMDEC1,chr8,2.5649493574615367,2.5649493574615367,1,1,18821,0,,21728,0,0,507376,,18,2,9,1,,,0,0.0,0.261993426484816,1.9201512181495868,1.1843108691321582
ADAMTS1,chr21,3.340141771020167,5.262690188904886,10,45,18871,0,9178129.0,9654,1,1,0,0.89,21,2,19,0,0.0,416.0,0,0.0,0.47042978842701105,2.9160936508937745,1.9621423576983494
ADAMTS10,chr19,3.763953763304847,6.259581464064923,10,32,14542,1,1907365.0,30495,0,7,0,0.7643,48,4,26,7,0.0,115.0,0,0.0,1.4092366623207924,2.540569965043374,1.7843126772379219
ADAMTS12,chr5,5.181783550292085,5.181783550292085,1,1,181793,1,,368484,0,0,67,,325,1,248,19,,,0,0.0,0.004774802465782539,0.35747372482831685,0.9277223703298119
ADAMTS14,chr10,3.549816975979709,5.87493073085203,12,43,5604,0,2106453.0,90074,0,1,0,1.19,139,1,107,5,0.0,160.0,0,0.0,0.14751614848704714,0.5222200599118483,0.26744071642822614
ADAMTS15,chr11,3.5263605246161616,3.5263605246161616,1,1,50068,0,11292415.0,28000,1,2,0,0.73,49,2,43,1,0.0,208.0,0,0.0,0.02196020002206695,1.4445538352371021,0.7402944880425248
ADAMTS16,chr5,3.4896004538620624,3.688879454113936,2,3,640052,0,,179975,1,2,0,0.795,170,1,138,2,,,0,0.0,0.0,0.03242604698716467,0.08096581993581733
ADAMTS17,chr15,3.3512552243167546,5.886104031450156,15,141,194295,1,9264015.0,370568,1,4,0,0.9175,394,2,304,24,0.0,276.0,0,0.0,0.19032940819548289,0.8130701471522391,0.41630984634052487
ADAMTS18,chr16,2.9742194331748006,3.4011973816621555,3,3,21417,0,3564580.0,187221,1,1,0,0.94,141,1,119,4,0.0,206.0,0,0.0,0.0,0.0,0.0015050501769013822
ADAMTS19,chr5,3.3684094106327205,4.48863636973214,5,11,74858,0,,278997,0,1,0,0.92,141,3,69,30,,,0,0.0,0.0,0.0,0.0
ADAMTS2,chr5,3.514863037710131,6.4692503167957724,15,108,64887,1,,234608,0,8,0,0.7938,396,1,304,17,,,0,0.0,1.3450399814679892,3.6830298786583766,2.7003841518900575
ADAMTS20,chr12,3.4364738068293845,5.869296913133774,4,16,258106,0,2434813.0,199432,0,1,0,0.77,85,3,28,16,0.0,249.0,0,0.0,0.0,0.0,0.0
ADAMTS3,chr4,3.528797059365187,5.198497031265826,5,6,239671,1,,288252,0,1,0,0.7,189,3,142,10,,,0,0.0,0.0649939799004801,0.4745532639443069,0.20556520686583402
ADAMTS5,chr21,3.528886988581707,6.202535517187923,15,152,62967,0,8974612.0,49166,1,1,0,0.82,58,2,55,0,0.0,324.0,0,0.0,0.02473602628212989,2.3337687879742988,1.4157033867733135
ADAMTS6,chr5,3.428666782317544,4.983606621708336,14,99,237597,1,,333182,0,0,45349,,216,1,142,20,,,0,0.0,0.040706051799157594,1.1793593636013895,0.8231172663358222
ADAMTS7,chr15,3.443491548168546,4.691347882229144,10,13,17399,1,9428091.0,52299,1,4,0,0.8425,73,3,54,4,0.0,158.0,0,0.0,0.07771298058101347,2.3029670200506214,1.6057345568032948
ADAMTS9,chr3,3.2822384977916066,4.553876891600541,6,12,46259,0,,172346,1,1,0,0.89,187,6,156,11,,,0,0.0,0.033291245476734496,2.1935511719699106,1.3019101392251582
ADAMTSL1,chr9,2.8512808101210108,4.919980925828125,7,9,174698,1,,1004387,0,3,0,0.7567,802,3,605,50,,,0,0.0,0.007197446130793214,0.25686377988518383,0.10397766295761268
ADAMTSL2,chr9,2.9444389791664403,2.9444389791664403,1,1,16425,1,,43358,1,5,0,0.786,89,3,72,7,,,0,0.0,0.05914295999159088,2.2565034574470357,1.375300726965053
ADAMTSL3,chr15,3.497063292663193,6.284134161070802,13,66,170268,1,4433042.0,386159,1,1,0,0.91,286,1,191,26,0.0,140.0,0,0.0,0.010848343360796368,0.6094590028943735,0.2773628620709248
ADAMTSL4,chr1,3.515342343297141,5.537334267018537,9,24,9160,1,318242.0,11568,0,2,0,0.79,32,4,28,0,0.0,219.0,0,0.0,2.8448454282859235,2.848038204880086,2.47731941157523
ADAP1,chr7,3.644985998937878,5.455321115357702,5,8,389,1,,57507,1,12,0,0.7075,131,5,124,0,,,0,0.0,3.2961812511414044,2.860668278522722,3.0323132878169914
ADAP2,chr17,2.70805020110221,2.70805020110221,1,1,22556,1,166027.0,53601,1,2,0,0.84,54,3,34,4,0.0,72.0,0,0.0,2.35334949754402,3.301196551270319,2.5983052731254728
ADAR,chr1,3.429008286654982,5.5053315359323625,15,50,22049,1,1476608.0,46318,1,2,0,0.92,65,4,58,0,0.0,475.0,0,0.0,4.678355589849384,4.864730523122848,5.176814295130704
ADARB1,chr21,3.289052911014404,6.920671504248683,13,79,43570,1,2009804.0,152721,0,3,0,0.9833,211,3,191,2,0.0,270.0,0,0.0,1.0672970447856793,2.7935120448517208,1.9307427026910118
ADARB2,chr10,3.3443081411745745,4.59511985013459,9,16,258210,1,6566000.0,560212,0,16,0,0.7769,640,4,502,32,0.0,129.0,0,0.0,0.050060404691288266,0.16250312937295358,0.35669181712971265
ADAT1,chr16,2.8944617887601027,3.713572066704308,3,3,15080,1,1716349.0,26432,0,1,0,1.0,22,1,16,1,0.0,27.0,0,0.0,1.3833776115384893,2.2606823062949477,2.26777554300574
ADAT2,chr6,3.78445226662999,5.241747015059643,6,9,115256,1,,27863,1,1,0,0.96,31,4,19,1,,,0,0.0,0.6193628483368632,2.22138588349667,2.140718656458784
ADAT3,chr19,3.4783825348768804,5.7430031878094825,14,58,718,1,728559.0,8048,1,3,0,0.8433,23,1,22,0,0.0,34.0,0,0.0,1.3899700973168165,2.1058156665649355,1.8206395082601292
ADCK1,chr14,3.5888578671437403,6.311734809152915,10,31,19368,1,12716737.0,134950,0,1,0,0.94,129,2,84,8,0.0,186.0,0,0.0,1.2660768019144537,2.5145544448333217,2.0128177367373703
ADCK2,chr7,3.457224092468819,5.932245187448011,9,23,63074,1,,23376,0,1,0,0.91,29,2,25,1,,,0,0.0,2.041465753286054,3.016333601411785,2.858391539353932
ADCK5,chr8,3.7066855316091134,4.219507705176107,5,6,12773,1,,20141,1,2,0,0.955,39,1,35,0,,,0,0.0,1.7595272131580508,3.1555823949494237,2.61206999688165
ADCY1,chr7,4.143134726391533,4.143134726391533,1,1,149284,0,,148976,1,2,0,0.865,159,2,112,11,,,0,0.0,0.014721012242716642,1.1890256501186527,0.6460779172907855
ADCY10,chr1,3.227382887998289,4.418840607796598,7,13,89168,1,3269463.0,104829,0,1,0,0.8,109,3,84,7,0.0,583.0,0,0.0,0.055696167500889515,0.12362814191306726,0.0692519890242137
ADCY3,chr2,3.3058998057107467,5.616771097666572,15,60,20933,0,401358.0,101130,0,1,0,1.17,156,3,129,3,0.0,264.0,0,0.0,1.3646671703195974,2.874959147028131,3.246345974901633
ADCY6,chr12,2.932241427396901,3.688879454113936,2,5,31165,1,302053.0,23715,1,2,0,0.785,36,5,31,0,0.0,223.0,0,0.0,0.14669956048453062,2.4787711996819164,1.780621336550857
ADCY7,chr16,3.433098088923705,5.342334251964811,14,58,45301,1,541196.0,71998,1,1,0,0.95,159,1,153,0,0.0,136.0,0,0.0,2.447447051627618,2.9639784139357688,3.0479024333826468
ADCY8,chr8,3.262426350298276,5.634789603169249,15,107,219914,0,,261287,0,1,0,0.81,161,2,68,21,,,0,0.0,0.0,0.0,0.0
ADCY9,chr16,3.1248365017595257,4.882801922586371,14,34,75113,1,160616.0,163055,1,5,0,0.78,232,1,203,6,0.0,253.0,0,0.0,0.7165706955035335,1.9761330857731394,1.26436436369131
ADCYAP1,chr18,3.723352898750044,6.023447592961033,11,39,713486,0,43061816.0,7301,1,2,0,0.81,20,6,14,0,0.0,708.0,0,0.0,0.014825162204961585,0.17967305260103056,0.06820728299309897
ADD1,chr4,3.4336870411968783,5.940171252720432,15,191,12658,1,,86506,1,2,0,0.825,114,5,104,0,,,0,0.0,4.218209804443699,4.908587802825931,4.634673323249949
ADD2,chr2,2.6310108070433937,3.258096538021482,6,8,29011,1,45396898.0,160881,1,2,0,0.92,171,4,126,13,,,0,0.0,0.5054781514876437,0.6828291321069466,0.4960447224711806
ADD3,chr10,3.473259405244393,3.737669618283368,2,3,3769,1,2950080.0,139209,1,1,0,0.85,168,5,158,1,0.0,142.0,0,0.0,3.077395206415066,3.487142634988306,3.465035657685333
ADGB,chr6,3.1151779595240017,4.844187086458591,5,11,73740,1,,216495,1,1,0,1.08,111,2,43,15,,,0,0.0,0.00953232270785598,0.037281333772230085,0.01572993336092556
ADGRA1,chr10,1.90333124488516,2.19722457733622,2,2,19578,1,11509044.0,43751,1,9,0,0.82,88,2,39,11,0.0,37.0,0,0.0,0.0,0.018984743901114164,0.0063683787610983806
ADGRA3,chr4,3.594671253166485,5.877735781779639,15,54,91037,1,,171018,1,1,0,1.09,131,2,100,6,,,0,0.0,0.0896390383284264,1.271082704133897,0.6640853468091014
ADGRB2,chr1,3.6663209902301865,5.680172609017068,12,27,9419,0,476932.0,37776,1,2,0,0.785,79,3,76,0,0.0,80.0,0,0.0,0.22238086053952927,0.8062169037677297,0.44781979412316186
ADGRB3,chr6,3.436893018976347,6.440946540632921,8,47,1354050,0,,755289,1,0,128,,436,4,292,42,,,0,0.0,0.021436977292850972,0.42560362669896495,0.17232192111421246
ADGRD1,chr12,2.685159305694288,4.127134385045092,12,20,23156,0,1757477.0,189411,1,8,0,0.7788,345,8,300,7,0.0,135.0,0,0.0,0.10145851273651577,0.9159666793748149,0.8905453453116849
ADGRE1,chr19,3.3902413135360736,5.986452005284438,16,279,41844,1,2721506.0,52893,1,0,119417,,27,1,14,0,0.0,165.0,0,0.0,3.316749987584536,2.9339845212625817,2.7814229188956947
ADGRE2,chr19,3.708702661600065,6.442540166468199,8,23,9346,1,563331.0,46168,1,0,160210,,31,2,13,3,0.0,225.0,0,0.0,3.682894077430927,3.2835543362066866,3.1702814815246194
ADGRE3,chr19,2.82938567555429,3.8501476017100575,6,11,7023,1,578966.0,90947,1,0,26898,,63,2,41,2,0.0,48.0,0,0.0,3.2253627392701394,1.280553217476867,2.298545310717303
ADGRE5,chr19,3.3488706480886394,6.645090969505644,10,64,81915,0,180502.0,28228,0,1,0,0.63,71,3,68,0,0.0,213.0,0,0.0,5.907936188271257,5.269670947957915,5.3681386281584595
ADGRF1,chr6,3.2403138042523927,3.6375861597263857,3,4,37320,1,,44642,0,0,262129,,40,1,30,5,,,0,0.0,0.0,0.07207914404452105,0.02460818626234172
ADGRF3,chr2,2.9036328153234434,4.3694478524670215,7,8,14652,1,989575.0,38644,0,1,0,0.87,53,3,38,1,0.0,29.0,0,0.0,0.058111348542305444,0.43660130638288663,0.5231971795029291
ADGRF4,chr6,3.231834055845731,4.394449154672439,9,10,35339,1,,36157,0,0,207509,,24,1,16,1,,,0,0.0,0.0,0.01634351420193215,0.024461854260398846
ADGRF5,chr6,3.233114099848133,4.812184355372417,5,8,65352,1,,104082,1,0,116731,,89,3,73,4,,,0,0.0,0.0620685670608477,3.80924581677259,2.7566249452450173
ADGRG1,chr16,3.673423846818434,6.421622267806518,15,98,25888,1,6842732.0,54928,1,0,60499,,116,4,105,0,0.0,333.0,0,0.0,2.3098972935742945,2.039455135458422,1.8868842783169368
ADGRG3,chr16,3.401808881559945,5.948034989180646,11,39,23324,1,6902921.0,21101,1,0,36701,,38,1,32,1,0.0,295.0,0,0.0,6.200596391334487,4.3511820436601285,5.249971578204041
ADGRG4,chrX,2.9161016374598745,3.218875824868201,3,3,23561,1,,115927,1,0,460,,50,0,20,7,,,0,0.0,0.0,0.013837025286928087,0.0046336480523642
ADGRG5,chr16,3.218854490852172,3.737669618283368,2,3,1675,0,6798936.0,49038,1,0,5711,,67,1,62,0,0.0,28.0,0,0.0,1.4982985088999445,2.552308255883459,2.7298066917840242
ADGRG6,chr6,3.3114210081810684,7.220373836723949,13,54,42572,1,,144412,0,1,0,0.8,163,1,153,1,,,0,0.0,0.03283382185501927,1.4079066245462712,0.7163098266001892
ADGRG7,chr3,3.623540292292878,4.356708826689592,2,2,34248,1,,85878,0,0,13746,,55,3,42,3,,,0,0.0,0.0,0.0,0.01578331885696521
ADGRL1,chr19,3.4888986656693346,6.900730664045173,16,159,7755,0,95875.0,58461,1,2,0,0.895,104,1,81,3,0.0,151.0,0,0.0,1.1804103778345856,2.252361752317611,1.5790982167079206
ADGRL2,chr1,3.3998962882638364,5.393627546352362,11,90,860258,0,2466327.0,687828,1,1,0,0.86,550,7,398,33,0.0,179.0,0,0.0,0.0437271783839738,2.832042070147367,1.8497064701995705
ADGRL3,chr4,3.476117910549116,5.8805329864007,15,168,895643,0,,878009,0,1,0,0.87,541,6,311,51,,,0,0.0,0.005923312495992178,0.05034552539637806,0.02155675131937455
ADGRL4,chr1,3.3268643994004057,5.945420608606575,13,90,186522,1,1116075.0,392360,0,1,0,1.04,203,1,93,23,0.0,169.0,0,0.0,0.06453855238757067,3.6254416602870574,2.5813433034681816
ADH1A,chr4,3.651940677320002,6.1675164908883415,10,24,13785,1,,15187,1,0,187387,,6,1,2,2,,,0,0.0,0.04526433669087085,0.17947584492734167,0.07785397568472022
ADH1B,chr4,3.4172247410438388,4.189654742026425,5,9,10085,1,,16688,0,0,215993,,17,1,14,1,,,0,0.0,0.5416961866324719,4.155318926792976,3.106159432071874
ADH1C,chr4,3.0168743644384137,4.174387269895637,4,5,891,0,,17794,1,0,209683,,10,1,8,0,,,0,0.0,0.10537121560058171,0.4278519750780998,0.22485967792621595
ADH4,chr4,4.4464430705953655,5.204006687076795,2,2,7554,1,,34135,1,0,34679,,23,2,18,0,,,0,0.0,0.03838921370725842,0.2797809405555237,0.1173846155568946
ADH5,chr4,3.4074590466911348,4.6443908991413725,4,4,32183,1,,17823,1,1,0,0.97,23,1,20,0,,,0,0.0,2.3445318946814697,3.958314813207425,3.812837385798403
ADH6,chr4,3.303438363858109,5.638354669333745,11,20,6410,1,,17101,1,0,113458,,15,2,13,0,,,0,0.0,0.01714488293415654,0.11176943459290124,0.0550681622669201
ADH7,chr4,3.206729478583678,4.110873864173311,2,2,34005,0,,23249,0,0,128060,,10,1,8,1,,,0,0.0,0.0,0.015304092672369428,0.00512743222338953
ADIG,chr20,5.099866427824199,5.099866427824199,1,1,41081,1,1195441.0,7268,0,0,13417,,7,1,2,0,0.0,54.0,0,0.0,0.0,0.0,0.0
ADIPOQ,chr3,3.002240567815695,4.74493212836325,4,4,4193,0,,15759,1,0,15022,,12,1,10,0,,,0,0.0,0.10068480152357688,0.05601457657412449,0.0721851795341312
ADIPOR2,chr12,3.613051517525813,5.1298987149230735,4,5,18732,0,2599929.0,100106,1,1,0,1.1,104,1,98,0,0.0,458.0,0,0.0,2.81849974565837,3.277721924875454,3.4241214937075126
ADISSP,chr20,2.6155543084272934,2.833213344056216,2,2,1638,0,33574297.0,15233,0,1,0,0.84,30,2,25,0,0.0,24.0,0,0.0,0.0,,0.0
ADK,chr10,3.507824738581111,6.572282542694008,15,106,67262,1,5658143.0,558772,1,2,0,0.805,420,2,304,23,0.0,286.0,0,0.0,1.6497868350734965,2.4245372037447916,2.905314556113961
ADM,chr11,3.458141148283356,7.067319848653476,15,201,260214,1,7676393.0,4005,0,2,0,0.72,12,3,9,0,0.0,758.0,0,0.0,4.673464146627079,3.3481657351103498,3.9170788696465952
ADM2,chr22,3.282687338317185,5.605802066295998,8,17,6036,1,9383691.0,4897,0,1,0,0.84,13,1,12,0,0.0,132.0,0,0.0,0.45670243426285595,1.0650658463474305,1.1439562038770406
ADM5,chr19,3.561548536806262,4.867534450455582,2,3,4509,1,699760.0,1622,1,2,0,0.69,5,2,3,0,0.0,15.0,0,0.0,0.39947453372780234,2.439900566943401,1.8315959649705376
ADNP,chr20,3.1780538303479458,3.1780538303479458,1,1,6375,1,877459.0,42521,0,1,0,1.02,60,5,46,0,0.0,209.0,0,0.0,2.0927069162532037,3.606768776330062,3.570484637607805
ADO,chr10,3.321690498239066,4.709530201312334,4,5,140678,0,2757013.0,3759,1,1,0,0.87,9,2,7,0,0.0,243.0,0,0.0,1.3314764414794227,2.7076434517242296,2.7879868518698605
ADORA1,chr1,5.209486152841421,5.209486152841421,1,1,25313,1,2518553.0,76753,0,1,0,0.78,116,6,107,1,0.0,425.0,0,0.0,0.039189174194395104,2.0102642781937248,1.1580073130092485
ADORA2A,chr22,3.4088013262687102,6.102558594613569,14,57,26643,0,657591.0,25298,0,1,0,1.07,72,4,68,0,0.0,690.0,0,0.0,3.229269621732216,2.634920212105485,3.183908878274642
