patient_id,nearest_gene_name,chrom,last_tp_abundance,growth_rate,n_timepoints,label_raw,label,dist_to_nearest_tss,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,patient_id_enc,ext_n_patients,ext_n_datasets,ext_n_unique_sites,ext_max_abundance,chrom_int
P11,CLCA4,chr1,93.0,-0.029926202417760357,4,4.543294782270004,0.6368469294225482,25132,1245312.0,33682,0,1,0,0.71,23,1,8,0,0.0,142.0,0,2,50.0,2.0,406.0,0.0,0
P11,SH3GLB1,chr1,39.0,0.1509214065750698,2,3.6888794541139363,0.28771769019248394,49748,1378140.0,43664,0,1,0,0.95,42,3,35,1,0.0,90.0,0,2,52.0,2.0,297.0,0.0,0
P11,PKN2,chr1,171.0,-0.21926593296471597,4,5.147494476813453,0.8462878093492209,653071,2754519.0,152033,1,1,0,0.93,101,4,75,3,0.0,153.0,0,2,58.0,2.0,668.0,0.0,0
P11,ZNF326,chr1,63.0,0.16677246944679544,6,4.1588830833596715,0.4626031164069661,625,2837505.0,40423,1,1,0,0.95,32,1,24,1,0.0,47.0,0,2,57.0,2.0,943.0,0.0,0
P11,BARHL2,chr1,240.0,0.12303693262352627,3,5.484796933490655,0.9376718606782768,357266,2471954.0,5763,0,1,0,1.12,15,1,14,0,0.0,96.0,0,2,51.0,2.0,377.0,0.0,0
P11,HFM1,chr1,56.0,0.17025496039110202,4,4.04305126783455,0.41182401466544455,43454,1470588.0,144090,1,1,0,0.92,54,1,24,9,0.0,507.0,0,2,57.0,2.0,454.0,0.0,0
P11,RPL5,chr1,78.0,0.0,1,4.3694478524670215,0.5609532538955087,19685,19685.0,9934,1,1,0,0.89,19,3,16,0,4.0,273.0,1,2,52.0,2.0,348.0,0.0,0
P11,DIPK1A,chr1,291.0,0.1532980061340214,10,5.676753802268282,0.9736938588450963,56097,73435.0,128785,1,1,0,0.9,141,5,127,0,0.0,74.0,0,2,53.0,2.0,376.0,0.0,0
P11,MTF2,chr1,44.0,0.05805320380698411,4,3.8066624897703196,0.3280476626947754,57721,189524.0,59844,1,1,0,0.95,44,1,36,0,0.0,203.0,0,2,57.0,2.0,469.0,0.0,0
P11,BCAR3,chr1,238.0,0.17092382450762195,5,5.476463551931511,0.9364802933088909,198868,816630.0,285747,0,2,0,1.005,426,9,411,0,0.0,369.0,0,2,53.0,2.0,736.0,0.0,0
P11,GCLM,chr1,47.0,-0.11683554142193057,6,3.871201010907891,0.34940421631530705,14624,1092147.0,24314,1,1,0,1.07,23,2,18,0,0.0,245.0,0,2,50.0,2.0,552.0,0.0,0
P11,PTBP2,chr1,51.0,0.15819027759616458,5,3.9512437185814275,0.38148487626031163,403857,3485726.0,102165,0,1,0,0.94,48,4,28,2,0.0,306.0,0,2,58.0,2.0,1116.0,0.0,0
P11,DPYD,chr1,179.0,-0.15309056648673333,17,5.19295685089021,0.8612282309807516,479109,4683901.0,917257,0,1,0,0.94,588,2,360,51,0.0,375.0,0,2,58.0,2.0,2140.0,0.0,0
P11,SNX7,chr1,106.0,-0.023040056480632364,10,4.672828834461906,0.6939505041246563,333113,5496569.0,98832,0,1,0,0.85,79,1,58,6,0.0,59.0,0,2,57.0,2.0,901.0,0.0,0
P11,CDC14A,chr1,110.0,0.2095822976011107,3,4.709530201312334,0.708890925756187,150,7493489.0,194648,0,1,0,0.72,209,4,168,7,0.0,359.0,0,2,53.0,2.0,366.0,0.0,0
P11,GPR88,chr1,150.0,0.16594886610687481,2,5.017279836814924,0.8080659945004582,101296,7604853.0,3882,1,1,0,0.93,10,1,9,0,0.0,78.0,0,2,56.0,2.0,510.0,0.0,0
P11,DPH5,chr1,31.0,0.0,1,3.4657359027997265,0.22410632447296058,55943,8138177.0,36487,0,1,0,0.81,35,2,32,0,0.0,40.0,0,2,49.0,2.0,205.0,0.0,0
P11,S1PR1,chr1,99.0,-0.11821728522237947,21,4.605170185988092,0.6642529789184235,11367,8392009.0,8347,1,2,0,0.965,20,5,15,0,0.0,586.0,0,2,57.0,2.0,963.0,0.0,0
P11,COL11A1,chr1,20.0,-0.27465307216702717,2,3.044522437723423,0.13519706691109074,492581,9784301.0,232405,1,0,416598,,96,2,47,19,0.0,559.0,0,2,52.0,2.0,206.0,0.0,0
P11,CD53,chr1,19.0,0.1618708540834145,2,2.995732273553991,0.12438130155820348,38381,3883976.0,28760,1,0,63323,,39,1,37,0,0.0,425.0,0,2,55.0,2.0,443.0,0.0,0
P11,OVGP1,chr1,39.0,0.13841004088132744,3,3.6888794541139363,0.28771769019248394,38034,3327070.0,13416,0,0,20947,,16,1,13,0,0.0,86.0,0,2,46.0,2.0,181.0,0.0,0
P11,DDX20,chr1,194.0,0.18785977847334984,8,5.272999558563747,0.8823098075160404,93025,3054964.0,20770,1,1,0,0.85,23,3,15,0,0.0,198.0,0,2,56.0,2.0,741.0,0.0,0
P11,KCND3,chr1,105.0,0.11278281147316029,5,4.663439094112067,0.69019248395967,7131,2734234.0,219006,0,2,0,0.905,294,4,205,18,0.0,291.0,0,2,53.0,1.0,1005.0,0.0,0
P11,CTTNBP2NL,chr1,56.0,0.11805055600234232,2,4.04305126783455,0.41182401466544455,200903,2521472.0,67254,1,0,8,,81,4,74,1,0.0,41.0,0,2,57.0,2.0,495.0,0.0,0
P11,LRIG2,chr1,241.0,0.18768240751203197,8,5.488937726156687,0.9384051329055912,708,1644300.0,59081,0,1,0,0.82,49,1,39,2,0.0,94.0,0,2,57.0,2.0,717.0,0.0,0
P11,SYT6,chr1,91.0,0.15116092410648607,9,4.5217885770490405,0.6277726856095326,87284,650175.0,64589,1,1,0,0.89,114,3,92,6,0.0,33.0,0,2,55.0,2.0,896.0,0.0,0
P11,TRIM33,chr1,44.0,0.16700070227318053,9,3.8066624897703196,0.3280476626947754,177786,383313.0,118463,0,1,0,1.04,108,2,70,10,0.0,415.0,0,2,56.0,2.0,994.0,0.0,0
P11,GDAP2,chr1,76.0,-0.09454317809156655,7,4.343805421853684,0.5494958753437214,2002,325616.0,66177,1,1,0,0.8,32,1,19,0,0.0,44.0,0,2,52.0,2.0,718.0,0.0,0
P11,ZNF697,chr1,71.0,0.04232201306332926,5,4.276666119016055,0.5175985334555454,9042,443283.0,29077,1,3,0,0.8367,44,1,37,0,0.0,46.0,0,2,31.0,2.0,65.0,0.0,0
P11,NBPF8,chr1,101.0,0.15082164651550023,9,4.624972813284271,0.6725939505041246,46212,360468.0,54641,0,1,0,0.87,12,0,7,1,0.0,8.0,0,2,58.0,2.0,527.0,0.0,0
P11,NOTCH2NLR,chr1,68.0,-0.0038439397098937664,12,4.23410650459726,0.49670027497708524,153285,469848.0,70939,0,1,0,0.75,12,2,4,1,0.0,1.0,0,2,55.0,2.0,585.0,0.0,0
P11,PPIAL4A,chr1,49.0,0.0,1,3.912023005428146,0.3645279560036664,76234,712758.0,759,0,0,22174,,0,0,0,0,0.0,7.0,0,2,23.0,2.0,34.0,0.0,0
P11,H3-7,chr1,185.0,-0.034425410579910484,20,5.225746673713202,0.8697525206232813,1302591,4938115.0,11433,0,2,0,1.005,5,3,1,0,0.0,16.0,0,2,53.0,2.0,182.0,0.0,0
P11,PPIAL4E,chr1,77.0,0.14401146681229723,12,4.356708826689592,0.5549954170485792,175065,3342932.0,759,1,0,38593,,0,0,0,0,0.0,4.0,0,2,25.0,2.0,40.0,0.0,0
P11,NBPF15,chr1,71.0,0.042954966754027234,10,4.276666119016055,0.5175985334555454,36991,3042834.0,40286,1,1,0,0.86,9,1,5,1,0.0,26.0,0,2,21.0,1.0,26.0,0.0,0
P11,FAM72D,chr1,276.0,0.19206668750850792,2,5.6240175061873385,0.9637030247479377,2707,2442823.0,16725,1,1,0,0.76,1,0,0,0,0.0,79.0,0,2,52.0,1.0,563.0,0.0,0
P11,PPIAL4D,chr1,258.0,-0.13042723574231896,57,5.556828061699537,0.9506874427131072,72571,2371898.0,759,1,0,8375,,0,0,0,0,0.0,0.0,0,2,57.0,2.0,1118.0,0.0,0
P11,NBPF20,chr1,93.0,-0.017463981610560706,13,4.543294782270004,0.6368469294225482,83649,2199547.0,135703,0,1,0,0.88,9,0,4,1,0.0,15.0,0,2,54.0,2.0,623.0,0.0,0
P11,PPIAL4H,chr1,197.0,0.1607503180550539,2,5.288267030694535,0.8856095325389551,13359,1183377.0,759,0,0,21771,,0,0,0,0,0.0,1.0,0,2,55.0,2.0,411.0,0.0,0
P11,NBPF12,chr1,70.0,0.17250618835025333,4,4.2626798770413155,0.510724106324473,291100,894277.0,57878,1,1,0,0.84,23,2,11,5,0.0,24.0,0,2,55.0,2.0,877.0,0.0,0
P11,GPR89B,chr1,69.0,-0.0330806689029285,14,4.248495242049359,0.5035747021081577,12613,374279.0,65199,0,1,0,0.81,17,1,6,0,0.0,29.0,0,2,45.0,2.0,89.0,0.0,0
P11,NBPF11,chr1,15.0,0.12038411584745677,6,2.772588722239781,0.08331805682859762,24874,635715.0,50300,0,3,0,0.7667,19,2,9,1,0.0,10.0,0,2,30.0,2.0,55.0,0.0,0
P11,NBPF14,chr1,42.0,0.13175077168502633,6,3.7612001156935624,0.31136571952337305,79174,1059067.0,148357,1,1,0,0.89,18,1,2,3,0.0,31.0,0,2,18.0,2.0,37.0,0.0,0
P11,PPIAL4C,chr1,279.0,-0.15095075234542846,9,5.634789603169249,0.9658111824014666,50318,1343241.0,759,0,0,21873,,0,0,0,0,0.0,5.0,0,2,37.0,2.0,113.0,0.0,0
P11,FCGR1A,chr1,46.0,0.14319091321276078,2,3.8501476017100584,0.3415215398716774,88946,1183067.0,9876,0,0,46,,6,0,4,0,0.0,596.0,0,2,39.0,2.0,109.0,0.0,0
P11,OTUD7B,chr1,114.0,0.16233872488154574,6,4.74493212836325,0.7219981668194317,31377,897390.0,72946,0,1,0,0.83,71,1,68,0,0.0,227.0,0,2,48.0,2.0,237.0,0.0,0
P11,VPS45,chr1,231.0,-0.2125614869363557,26,5.44673737166631,0.9281393217231897,24867,834359.0,78050,1,1,0,0.82,63,2,44,3,0.0,232.0,0,2,59.0,2.0,2207.0,0.0,0
P11,PLEKHO1,chr1,25.0,0.0,1,3.258096538021482,0.18084326306141155,40316,767904.0,15537,1,1,0,1.0,39,3,36,0,0.0,123.0,0,2,57.0,2.0,494.0,0.0,0
P11,RPRD2,chr1,62.0,-0.1608842410193413,14,4.143134726391533,0.4552703941338222,20250,533930.0,113475,0,1,0,1.06,93,3,69,2,0.0,82.0,0,2,59.0,2.0,2558.0,0.0,0
P11,TARS2,chr1,41.0,0.16184964229642052,3,3.7376696182833684,0.30320806599450045,61047,450493.0,20288,0,0,7947,,8,1,7,0,0.0,108.0,0,2,51.0,2.0,413.0,0.0,0
P11,ENSA,chr1,139.0,-0.0969845836621323,17,4.941642422609304,0.7842346471127406,22716,269875.0,28761,0,1,0,0.75,49,2,43,0,0.0,44.0,0,2,58.0,2.0,1854.0,0.0,0
P11,GOLPH3L,chr1,125.0,-0.16206013886595969,4,4.836281906951478,0.7544454628780934,33612,213164.0,50991,0,0,16503,,38,1,33,0,0.0,57.0,0,2,59.0,2.0,1018.0,0.0,0
P11,CTSK,chr1,117.0,-0.18976801166199656,7,4.770684624465665,0.7319890009165902,21119,88313.0,14697,1,0,116566,,18,6,9,1,0.0,811.0,0,2,59.0,2.0,1914.0,0.0,0
P11,VPS72,chr1,23.0,-0.17352331365899062,3,3.1780538303479458,0.16351970669110907,9431,259627.0,19017,0,0,3050,,16,1,12,0,0.0,45.0,0,2,45.0,2.0,195.0,0.0,0
P11,PIP5K1A,chr1,79.0,-0.38027866188545223,5,4.382026634673881,0.5666361136571952,1238,270448.0,51589,1,1,0,0.86,45,1,40,2,0.0,162.0,0,2,55.0,2.0,268.0,0.0,0
P11,PSMB4,chr1,26.0,-0.10527738796291924,5,3.295836866004329,0.18945921173235564,13291,460002.0,2385,1,1,0,0.97,7,2,5,0,0.0,136.0,0,2,59.0,2.0,909.0,0.0,0
P11,SNX27,chr1,215.0,-0.14292084617920073,12,5.375278407684165,0.9109074243813016,28987,656756.0,87085,1,1,0,0.95,74,2,62,2,0.0,170.0,0,2,59.0,2.0,2121.0,0.0,0
P11,THEM4,chr1,94.0,0.17052521633667603,4,4.553876891600541,0.641704857928506,23065,960309.0,38771,0,1,0,0.84,43,1,31,1,0.0,94.0,0,2,53.0,2.0,319.0,0.0,0
P11,SLC27A3,chr1,296.0,0.2399815529098426,8,5.6937321388027,0.9755270394133823,21029,2329247.0,5804,1,1,0,0.92,17,3,14,0,0.0,73.0,0,2,59.0,2.0,2092.0,0.0,0
P11,GATAD2B,chr1,58.0,0.15943239231981382,8,4.07753744390572,0.42538955087076075,73783,2232995.0,134330,1,2,0,0.9,140,6,120,3,0.0,173.0,0,2,58.0,2.0,2062.0,0.0,0
P11,NUP210L,chr1,48.0,0.16532643762910001,6,3.8918202981106265,0.35737855178735106,77366,2004822.0,162426,1,0,1656,,82,2,38,7,0.0,175.0,0,2,58.0,2.0,627.0,0.0,0
P11,C1orf43,chr1,10.0,0.15880291565172375,4,2.3978952727983707,0.03748854262144821,242,1862133.0,14013,0,1,0,1.02,16,2,13,0,0.0,46.0,0,2,54.0,2.0,442.0,0.0,0
P11,IL6R,chr1,227.0,0.1236436290754081,2,5.429345628954441,0.923006416131989,38564,1715943.0,64257,1,1,0,0.82,118,4,111,0,0.0,1063.0,0,2,57.0,2.0,997.0,0.0,0
P11,TDRD10,chr1,146.0,0.14812248881400567,2,4.990432586778736,0.7967919340054995,48440,1628793.0,45928,1,1,0,0.91,39,3,22,2,0.0,51.0,0,2,57.0,2.0,749.0,0.0,0
P11,CHRNB2,chr1,44.0,0.17004966977725103,4,3.8066624897703196,0.3280476626947754,3028,1517822.0,12235,0,2,0,0.885,24,1,17,1,0.0,275.0,0,2,56.0,2.0,935.0,0.0,0
P11,KCNN3,chr1,29.0,0.1567938433091958,3,3.4011973816621555,0.21118240146654446,120866,1333157.0,172826,0,2,0,0.845,278,3,250,3,0.0,237.0,0,2,58.0,2.0,964.0,0.0,0
P11,PBXIP1,chr1,8.0,0.17931860092963872,4,2.1972245773362196,0.015215398716773602,7794,1133915.0,12392,0,0,5001,,28,2,26,0,0.0,261.0,0,2,52.0,2.0,240.0,0.0,0
P11,EFNA1,chr1,175.0,0.0,1,5.170483995038151,0.8553620531622365,24144,978840.0,7023,1,1,0,0.84,17,1,16,0,0.0,320.0,0,2,57.0,2.0,471.0,0.0,0
P11,MUC1,chr1,74.0,0.055176751393182503,7,4.31748811353631,0.5379468377635197,2055,891711.0,7092,0,1,0,0.73,13,2,11,0,0.0,1350.0,0,2,47.0,2.0,184.0,0.0,0
P11,GBA1,chr1,20.0,-0.5467597386688171,5,3.044522437723423,0.13519706691109074,17265,854659.0,10731,0,0,5113,,16,2,14,0,0.0,886.0,0,2,55.0,2.0,307.0,0.0,0
P11,RUSC1,chr1,347.0,0.15635266450662472,25,5.8522024797744745,0.9893675527039414,6031,767864.0,10379,1,2,0,0.71,22,5,17,0,0.0,59.0,0,2,59.0,2.0,4624.0,0.0,0
P11,ASH1L,chr1,228.0,-0.02239576584375354,17,5.43372200355424,0.9238313473877177,120463,639873.0,227894,0,1,0,1.06,160,5,134,4,0.0,402.0,0,2,59.0,2.0,4109.0,0.0,0
P11,YY1AP1,chr1,92.0,0.18312750580060488,3,4.532599493153256,0.6322639780018332,150,393088.0,29888,0,1,0,0.93,20,4,8,1,0.0,1101.0,0,2,57.0,2.0,1500.0,0.0,0
P11,GON4L,chr1,99.0,-0.0287121553242889,11,4.605170185988092,0.6642529789184235,84733,307905.0,109741,0,1,0,0.89,73,2,57,2,0.0,229.0,0,2,59.0,2.0,2347.0,0.0,0
P11,RIT1,chr1,234.0,-0.0798248068230026,9,5.459585514144159,0.9315307057745188,25909,197073.0,13600,0,0,22873,,12,2,10,0,0.0,211.0,0,2,58.0,2.0,928.0,0.0,0
P11,KHDC4,chr1,89.0,0.20396497613396852,2,4.499809670330265,0.6195233730522457,10620,158779.0,21370,0,1,0,1.2,28,2,20,1,0.0,43.0,0,2,54.0,2.0,455.0,0.0,0
P11,ARHGEF2,chr1,49.0,0.19601260254903977,5,3.912023005428146,0.3645279560036664,32579,108081.0,60219,0,2,0,0.765,100,7,93,0,0.0,708.0,0,2,50.0,2.0,269.0,0.0,0
P11,SLC25A44,chr1,124.0,0.11736089502392756,3,4.8283137373023015,0.7518790100824931,23209,88151.0,18864,1,2,0,0.925,22,1,21,0,0.0,62.0,0,2,56.0,2.0,485.0,0.0,0
P11,PAQR6,chr1,33.0,0.0,1,3.5263605246161616,0.24188817598533455,2480,163065.0,4797,0,1,0,0.82,13,1,12,0,0.0,55.0,0,2,43.0,2.0,153.0,0.0,0
P11,MEF2D,chr1,204.0,0.0816771358604237,10,5.3230099791384085,0.8950504124656279,61986,356708.0,37539,0,1,0,0.84,87,4,82,0,0.0,181.0,0,2,57.0,2.0,1184.0,0.0,0
P11,IFI16,chr1,24.0,0.18029154651892465,2,3.2188758248682006,0.17158570119156738,24215,2160102.0,55203,0,0,116256,,43,3,40,0,0.0,365.0,0,2,44.0,2.0,223.0,0.0,0
P11,PEA15,chr1,56.0,0.16992729637666595,2,4.04305126783455,0.41182401466544455,5546,1463014.0,10069,0,1,0,0.89,22,2,19,0,0.0,141.0,0,2,53.0,2.0,331.0,0.0,0
P11,SLAMF6,chr1,99.0,0.0,1,4.605170185988092,0.6642529789184235,60661,1200191.0,38243,1,0,65434,,39,1,34,0,0.0,201.0,0,2,58.0,2.0,388.0,0.0,0
P11,CD84,chr1,97.0,-0.21985287112272306,3,4.584967478670572,0.6557286892758937,26119,1109406.0,38421,0,0,121499,,52,1,50,0,0.0,243.0,0,2,51.0,2.0,237.0,0.0,0
P11,SLAMF1,chr1,14.0,-0.35741643211322416,4,2.70805020110221,0.07470210815765353,33451,1049210.0,38944,0,0,154849,,76,1,71,0,0.0,261.0,0,2,47.0,2.0,172.0,0.0,0
P11,SLAMF7,chr1,87.0,0.0,1,4.477336814478207,0.6110907424381301,11542,935288.0,15764,1,0,47072,,39,1,37,0,0.0,244.0,0,2,27.0,2.0,56.0,0.0,0
P11,LY9,chr1,119.0,-0.03931192791550815,10,4.787491742782046,0.7365719523373052,28467,895196.0,32409,1,1,0,0.71,42,1,39,0,0.0,138.0,0,2,53.0,2.0,582.0,0.0,0
P11,KLHDC9,chr1,14.0,-0.30099320108148375,2,2.70805020110221,0.07470210815765353,1666,566108.0,1985,0,1,0,0.77,4,1,3,0,0.0,23.0,0,2,35.0,2.0,79.0,0.0,0
P11,SDHC,chr1,279.0,0.002416886396001466,5,5.634789603169249,0.9658111824014666,1929,350351.0,48825,0,1,0,0.73,29,1,22,1,0.0,251.0,0,2,52.0,2.0,426.0,0.0,0
P11,ATF6,chr1,40.0,-0.2586093788291774,4,3.713572066704308,0.29523373052245644,7787,95671.0,211313,1,0,6252,,190,3,153,11,0.0,504.0,0,2,57.0,2.0,1165.0,0.0,0
P11,UAP1,chr1,220.0,0.10939690237392194,5,5.3981627015177525,0.9161319890009166,25967,95349.0,39778,0,1,0,0.92,54,2,51,0,0.0,199.0,0,2,44.0,2.0,172.0,0.0,0
P11,CCDC190,chr1,8.0,-0.18920422293706102,3,2.1972245773362196,0.015215398716773602,18957,219137.0,44499,0,0,1674,,43,2,38,0,0.0,21.0,0,2,26.0,1.0,33.0,0.0,0
P11,RGS5,chr1,153.0,0.15060545086818797,3,5.0369526024136295,0.814115490375802,26407,664521.0,210670,0,1,0,0.93,162,3,123,5,0.0,321.0,0,2,55.0,2.0,388.0,0.0,0
P11,POU2F1,chr1,199.0,0.1668624356153357,9,5.298317366548036,0.8881759853345554,25261,2640031.0,206469,1,1,0,0.91,206,2,175,6,0.0,299.0,0,2,58.0,2.0,1325.0,0.0,0
P11,XCL2,chr1,62.0,0.14728904434288695,2,4.143134726391533,0.4552703941338222,121647,3866766.0,3229,0,0,314167,,4,1,3,0,0.0,162.0,0,2,45.0,2.0,154.0,0.0,0
P11,NME7,chr1,154.0,-0.2263963240956307,17,5.043425116919247,0.8165902841429881,113697,4698667.0,235417,1,0,25358,,180,1,128,13,0.0,137.0,0,2,57.0,2.0,791.0,0.0,0
P11,SCYL3,chr1,112.0,-0.20649265308695416,11,4.727387818712341,0.7161319890009166,48576,5290107.0,47286,1,1,0,0.89,51,2,41,0,0.0,115.0,0,2,57.0,2.0,747.0,0.0,0
P11,DNM3,chr1,291.0,0.1891880965728301,2,5.676753802268282,0.9736938588450963,10839,7273142.0,600579,1,1,0,0.81,550,6,468,15,0.0,158.0,0,2,56.0,2.0,1052.0,0.0,0
P11,C1orf105,chr1,27.0,-0.2852213134937275,6,3.332204510175204,0.19679193400549955,296112,7568989.0,48146,0,1,0,0.73,55,2,50,0,0.0,80.0,0,2,58.0,2.0,931.0,0.0,0
P11,TNFSF18,chr1,117.0,0.15418045878726888,5,4.770684624465665,0.7319890009165902,185295,8310062.0,11739,0,0,425898,,13,1,10,1,0.0,188.0,0,2,56.0,2.0,470.0,0.0,0
P11,KLHL20,chr1,18.0,0.0,1,2.9444389791664403,0.11484876260311641,2894,9156441.0,71901,0,0,37330,,32,1,21,1,0.0,118.0,0,2,50.0,2.0,204.0,0.0,0
P11,SERPINC1,chr1,18.0,0.16632850951729422,3,2.9444389791664403,0.11484876260311641,14114,9347845.0,14024,0,0,34740,,9,1,4,0,0.0,733.0,0,2,49.0,2.0,341.0,0.0,0
P11,RASAL2,chr1,75.0,0.1842284343383247,5,4.330733340286331,0.5436296975252062,21389,13516795.0,390379,1,1,0,0.84,321,4,255,20,0.0,138.0,0,2,58.0,2.0,615.0,0.0,0
P11,CLEC20A,chr1,13.0,0.0,1,2.6390573296152584,0.06526122823098075,199780,13744270.0,20394,0,1,0,0.77,23,1,11,4,0.0,5.0,0,2,54.0,2.0,288.0,0.0,0
P11,ANGPTL1,chr1,67.0,0.0,1,4.219507705176107,0.4902841429880843,69933,14246687.0,22669,1,0,123522,,22,1,20,0,0.0,190.0,0,2,57.0,2.0,403.0,0.0,0
P11,LHX4,chr1,16.0,-0.3164578201054602,3,2.833213344056216,0.09349220898258478,40539,12845005.0,48796,1,1,0,0.81,93,1,73,3,0.0,93.0,0,2,50.0,2.0,205.0,0.0,0
P11,XPR1,chr1,63.0,-0.27260927939884333,3,4.1588830833596715,0.4626031164069661,63409,12547125.0,258263,0,1,0,0.81,162,1,98,11,0.0,125.0,0,2,54.0,2.0,264.0,0.0,0
P11,GLUL,chr1,20.0,0.0,1,3.044522437723423,0.13519706691109074,159803,10883329.0,14108,1,1,0,0.85,33,4,29,0,0.0,594.0,0,2,46.0,2.0,135.0,0.0,0
P11,C1orf21,chr1,125.0,0.14492233048553213,3,4.836281906951478,0.7544454628780934,148820,8878454.0,242921,0,1,0,0.9,288,3,270,3,0.0,112.0,0,2,53.0,2.0,519.0,0.0,0
P11,EDEM3,chr1,181.0,-0.009736955420873179,7,5.204006687076795,0.8638863428047663,177566,8538391.0,64670,1,1,0,0.85,53,2,42,0,0.0,114.0,0,2,57.0,2.0,643.0,0.0,0
P11,TPR,chr1,173.0,0.1505126483770914,3,5.159055299214529,0.8501374885426215,879,6739160.0,64041,0,1,0,0.89,32,2,22,4,0.0,298.0,0,2,30.0,2.0,57.0,0.0,0
P11,PTGS2,chr1,37.0,0.1523157180189784,3,3.6375861597263857,0.27250229147571037,85409,6520219.0,9131,1,1,0,0.84,22,3,17,2,0.0,2245.0,0,2,51.0,2.0,189.0,0.0,0
P11,PLA2G4A,chr1,165.0,0.15596218899134118,10,5.111987788356544,0.8360219981668194,65974,6352757.0,160037,0,0,148000,,152,1,129,5,0.0,734.0,0,2,58.0,2.0,2303.0,0.0,0
P11,BRINP3,chr1,337.0,0.15386064545157865,7,5.823045895483019,0.9879926672777268,1788673,4426001.0,380746,1,0,2330098,,205,2,74,31,0.0,118.0,0,2,57.0,2.0,1412.0,0.0,0
P11,RGS18,chr1,151.0,-0.07672578509133558,7,5.0238805208462765,0.8106324472960587,829462,1786732.0,27353,0,0,622687,,26,1,24,0,0.0,110.0,0,2,59.0,2.0,2019.0,0.0,0
P11,B3GALT2,chr1,229.0,0.15887728125261683,18,5.438079308923196,0.9247479376718607,33105,37776.0,7883,0,0,56636,,17,1,16,0,0.0,69.0,0,2,59.0,2.0,1474.0,0.0,0
P11,KCNT2,chr1,179.0,-0.2143667539661623,8,5.19295685089021,0.8612282309807516,1701267,1792226.0,383446,1,1,0,0.73,214,2,134,21,0.0,109.0,0,2,59.0,2.0,1889.0,0.0,0
P11,CFHR5,chr1,46.0,0.0,1,3.8501476017100584,0.3415215398716774,6692,3852586.0,34668,0,0,96722,,18,1,7,1,0.0,117.0,0,2,22.0,1.0,24.0,0.0,0
P11,DENND1B,chr1,271.0,0.15614420072278962,10,5.605802066295998,0.9607699358386801,248050,4411924.0,270958,0,1,0,0.82,170,2,102,15,0.0,166.0,0,2,58.0,2.0,1460.0,0.0,0
P11,NEK7,chr1,50.0,-0.184668321816255,6,3.9318256327243257,0.37323556370302474,121560,4919591.0,165568,1,2,0,0.875,173,1,156,0,0.0,225.0,0,2,59.0,2.0,1311.0,0.0,0
P11,ATP6V1G3,chr1,305.0,-0.42168639656523704,5,5.723585101952381,0.9799266727772685,145131,5280082.0,17723,0,0,363988,,24,1,23,0,0.0,74.0,0,2,55.0,2.0,417.0,0.0,0
P11,PTPRC,chr1,223.0,-0.10950231504056686,50,5.4116460518550396,0.9194317140238314,44118,5470050.0,129446,1,0,470666,,157,2,151,0,0.0,1661.0,0,2,59.0,2.0,2623.0,0.0,0
P11,NR5A2,chr1,94.0,0.11580647952109445,3,4.553876891600541,0.641704857928506,686817,6225048.0,149823,1,6,0,0.9083,176,2,145,8,0.0,402.0,0,2,58.0,2.0,730.0,0.0,0
P11,ZNF281,chr1,114.0,0.33507393942769576,4,4.74493212836325,0.7219981668194317,190281,5414745.0,5116,0,1,0,0.89,10,2,7,0,0.0,117.0,0,2,50.0,2.0,306.0,0.0,0
P11,IPO9,chr1,78.0,0.1855526857832191,2,4.3694478524670215,0.5609532538955087,107616,3913032.0,55187,0,1,0,1.0,51,2,44,0,0.0,71.0,0,2,55.0,2.0,547.0,0.0,0
P11,PPP1R12B,chr1,44.0,0.16590340002272175,5,3.8066624897703196,0.3280476626947754,568,3286422.0,244040,0,1,0,0.95,266,4,247,3,0.0,87.0,0,2,55.0,2.0,433.0,0.0,0
P11,SYT2,chr1,158.0,0.1680460269400573,4,5.0689042022202315,0.8234647112740605,175324,3099318.0,119930,1,2,0,0.81,146,3,94,6,0.0,303.0,0,2,57.0,2.0,752.0,0.0,0
P11,PLEKHA6,chr1,138.0,0.0,1,4.9344739331306915,0.7825847846012832,80035,1336341.0,159363,0,2,0,0.67,262,7,226,6,0.0,51.0,0,2,54.0,2.0,399.0,0.0,0
P11,PPP1R15B,chr1,206.0,-0.2060126320717215,4,5.332718793265369,0.8981668194317141,14398,1237031.0,15395,1,1,0,0.94,34,2,30,0,0.0,149.0,0,2,50.0,2.0,247.0,0.0,0
P11,RBBP5,chr1,24.0,0.1816388243135198,2,3.2188758248682006,0.17158570119156738,15078,497427.0,35873,1,0,16117,,19,2,13,0,0.0,79.0,0,2,49.0,2.0,216.0,0.0,0
P11,DSTYK,chr1,11.0,0.0,1,2.4849066497880004,0.04720439963336388,44799,467610.0,69204,1,1,0,0.86,80,1,70,0,0.0,102.0,0,2,50.0,2.0,174.0,0.0,0
